cfg,algo,metric,value
srvDir0p1,FedMut,acc_final,38.05757522583008
srvDir0p1,FedMut,loss_final,0.04906816399485502
srvDir0p1,Server-Only,acc_final,30.695919036865234
srvDir0p1,Server-Only,loss_final,0.0004572575029363785
srvDir0p1,FedAvg,acc_final,30.526830673217773
srvDir0p1,FedAvg,loss_final,0.05656452689306485
srvDir0p1,Hybrid-FL,acc_final,38.10508728027344
srvDir0p1,Hybrid-FL,loss_final,0.05003618643381393
srvDir0p1,CLG-SGD,acc_final,33.262996673583984
srvDir0p1,CLG-SGD,loss_final,0.03660550583217738
srvDir0p1,FedCLG-C,acc_final,33.596981048583984
srvDir0p1,FedCLG-C,loss_final,0.03650901467686023
srvDir0p1,FedCLG-S,acc_final,32.935997009277344
srvDir0p1,FedCLG-S,loss_final,0.034007535438853466
srvDir0p1,FedDU,acc_final,30.929290771484375
srvDir0p1,FedDU,loss_final,0.056579769670969345
srvDir0p1,FedATMV,acc_final,38.72694396972656
srvDir0p1,FedATMV,loss_final,0.05712944791091378
srvDir0p5,FedMut,acc_final,37.89966583251953
srvDir0p5,FedMut,loss_final,0.04527397803368993
srvDir0p5,Server-Only,acc_final,31.22414779663086
srvDir0p5,Server-Only,loss_final,0.0018195525331066078
srvDir0p5,FedAvg,acc_final,30.526830673217773
srvDir0p5,FedAvg,loss_final,0.05656452689306485
srvDir0p5,Hybrid-FL,acc_final,38.061767578125
srvDir0p5,Hybrid-FL,loss_final,0.050264235400777284
srvDir0p5,CLG-SGD,acc_final,33.77165985107422
srvDir0p5,CLG-SGD,loss_final,0.037198680947431
srvDir0p5,FedCLG-C,acc_final,33.316097259521484
srvDir0p5,FedCLG-C,loss_final,0.036421410019012744
srvDir0p5,FedCLG-S,acc_final,33.70318603515625
srvDir0p5,FedCLG-S,loss_final,0.03443875880302744
srvDir0p5,FedDU,acc_final,31.354108810424805
srvDir0p5,FedDU,loss_final,0.057195315407655545
srvDir0p5,FedATMV,acc_final,39.216041564941406
srvDir0p5,FedATMV,loss_final,0.05555410563122267
srvDir1p0,FedMut,acc_final,37.89547348022461
srvDir1p0,FedMut,loss_final,0.048638736779627365
srvDir1p0,Server-Only,acc_final,31.716041564941406
srvDir1p0,Server-Only,loss_final,0.0008174578723061037
srvDir1p0,FedAvg,acc_final,30.526830673217773
srvDir1p0,FedAvg,loss_final,0.05656452689306485
srvDir1p0,Hybrid-FL,acc_final,38.761878967285156
srvDir1p0,Hybrid-FL,loss_final,0.04986122312309908
srvDir1p0,CLG-SGD,acc_final,34.544437408447266
srvDir1p0,CLG-SGD,loss_final,0.03681866762427441
srvDir1p0,FedCLG-C,acc_final,34.357181549072266
srvDir1p0,FedCLG-C,loss_final,0.03800085844195462
srvDir1p0,FedCLG-S,acc_final,34.420066833496094
srvDir1p0,FedCLG-S,loss_final,0.03508401156107108
srvDir1p0,FedDU,acc_final,31.306596755981445
srvDir1p0,FedDU,loss_final,0.057301587193414764
srvDir1p0,FedATMV,acc_final,38.98127365112305
srvDir1p0,FedATMV,loss_final,0.04839028090606446
